,Country,OperatingSystem
52786,Iran,Linux-based
52787,Germany,Windows
52788,Brazil,Windows
52789,Kenya,MacOS
52790,Germany,Windows
52791,Canada,Windows
52792,United States of America,MacOS
52793,Canada,Windows
52794,Australia,Windows
52795,Japan,MacOS
52796,Germany,MacOS
52797,Slovenia,Windows
52798,Bangladesh,Windows
52799,United States of America,Windows
52800,India,Windows
52801,India,Windows
52802,Malaysia,Windows
52803,Russia,Linux-based
52804,United Kingdom,Linux-based
52805,Brazil,Windows
52806,United Kingdom,MacOS
52807,Spain,Windows
52808,United States of America,MacOS
52809,Italy,Linux-based
52810,United States of America,Windows
52812,Ireland,Windows
52814,India,Linux-based
52816,United States of America,MacOS
52817,India,Linux-based
52819,Indonesia,MacOS
52820,Pakistan,Windows
52821,Oman,Windows
52822,Canada,Windows
52823,Italy,MacOS
52824,France,Windows
52825,Bangladesh,Windows
52827,United States of America,Windows
52828,India,Windows
52829,United States of America,Windows
52830,United States of America,Windows
52831,Pakistan,MacOS
52832,Russia,Windows
52833,United States of America,Windows
52834,Ukraine,Windows
52835,United Kingdom,Linux-based
52836,India,Linux-based
52837,Denmark,Linux-based
52838,United States of America,Windows
52839,Russia,Windows
52840,Poland,Windows
52843,New Zealand,Windows
52844,United States of America,Windows
52845,Poland,Windows
52848,Spain,MacOS
52849,France,Windows
52850,Malaysia,Linux-based
52851,United States of America,Linux-based
52852,Portugal,Windows
52853,India,Windows
52855,India,MacOS
52858,United States of America,Linux-based
52859,India,MacOS
52860,United States of America,Windows
52861,France,Linux-based
52862,United States of America,Linux-based
52863,Poland,MacOS
52865,Poland,MacOS
52866,India,MacOS
52867,Canada,Windows
52868,United Kingdom,MacOS
52870,Nepal,Windows
52872,United States of America,MacOS
52875,Belarus,Windows
52876,Germany,Windows
52877,United States of America,Windows
52878,Germany,MacOS
52879,United States of America,Windows
52880,Germany,Linux-based
52881,Italy,Linux-based
52882,Netherlands,Linux-based
52883,India,Windows
52884,Jamaica,MacOS
52886,Turkey,Linux-based
52888,Taiwan,Windows
52889,United States of America,Linux-based
52890,Czechia,Linux-based
52891,Australia,MacOS
52893,United States of America,Windows
52894,United States of America,Linux-based
52895,Italy,Windows
52896,India,Linux-based
52897,Israel,MacOS
52898,France,MacOS
52899,Germany,Windows
52900,United States of America,Windows
52901,Germany,Linux-based
52903,United States of America,Windows
52905,Ukraine,MacOS
52906,Russia,Linux-based
52907,India,Windows
52909,Austria,Windows
52911,Mexico,Windows
52912,Kazakhstan,Linux-based
52913,India,Windows
52914,Australia,MacOS
52915,Portugal,Windows
52916,India,Linux-based
52917,Honduras,Windows
52918,United Kingdom,Windows
52920,Hungary,Windows
52921,France,Windows
52922,Indonesia,Linux-based
52923,India,Linux-based
52924,Bulgaria,MacOS
52925,United States of America,MacOS
52926,Bangladesh,Linux-based
52927,Hong Kong,Windows
52928,Pakistan,Windows
52932,Germany,MacOS
52933,Germany,MacOS
52934,United States of America,Windows
52936,Pakistan,Windows
52939,France,Linux-based
52940,Austria,MacOS
52941,Sweden,MacOS
52942,India,Linux-based
52943,Austria,Linux-based
52944,Switzerland,MacOS
52945,Sweden,BSD/Unix
52947,Croatia,Linux-based
52948,Norway,MacOS
52949,India,Windows
52951,South Africa,Windows
52953,Brazil,MacOS
52954,United States of America,Windows
52956,India,Linux-based
52957,United States of America,MacOS
52958,Germany,MacOS
52959,United States of America,Windows
52961,Germany,Linux-based
52962,United States of America,MacOS
52963,Mexico,Linux-based
52964,Russia,Linux-based
52965,Kyrgyzstan,MacOS
52966,Sweden,MacOS
52967,Pakistan,MacOS
52968,United Kingdom,Windows
52970,India,Windows
52971,United States of America,Linux-based
52972,India,Windows
52973,Germany,Windows
52974,India,Windows
52975,Indonesia,Windows
52977,United States of America,MacOS
52978,Finland,MacOS
52979,Czechia,Windows
52980,Turkey,Windows
52981,India,Windows
52982,Russia,Windows
52984,Italy,Linux-based
52985,Spain,MacOS
52987,Colombia,Linux-based
52988,United Kingdom,MacOS
52989,India,Windows
52990,Poland,MacOS
52991,Netherlands,Windows
52992,China,Linux-based
52993,India,Linux-based
52994,United States of America,Linux-based
52995,United Kingdom,Windows
52997,Argentina,Linux-based
52998,Iran,Windows
53001,United Kingdom,Linux-based
53002,Israel,Linux-based
53003,United States of America,Windows
53005,Germany,MacOS
53006,United States of America,MacOS
53007,United Kingdom,MacOS
53009,France,MacOS
53010,United States of America,MacOS
53011,Mexico,Windows
53012,Australia,MacOS
53013,India,Windows
53014,Canada,MacOS
53015,United States of America,Windows
53016,Armenia,Linux-based
53018,Turkey,Windows
53019,India,Windows
53020,Australia,Windows
53021,India,Windows
53022,United States of America,MacOS
53024,United States of America,MacOS
53026,India,Windows
53027,Germany,Windows
53029,India,MacOS
53030,United States of America,Windows
53031,Australia,MacOS
53032,United Kingdom,Windows
53033,Netherlands,Windows
53034,Netherlands,MacOS
53035,United Arab Emirates,Windows
53036,United Kingdom,Windows
53037,Spain,MacOS
53038,Spain,Linux-based
53039,Ukraine,MacOS
53040,Germany,Windows
53041,United Kingdom,MacOS
53043,United States of America,MacOS
53044,Germany,Linux-based
53047,United Kingdom,MacOS
53048,Switzerland,Windows
53049,Moldova,Linux-based
53050,New Zealand,Linux-based
53051,United States of America,MacOS
53052,Sweden,MacOS
53054,Russia,Windows
53055,Czechia,Windows
53058,Tanzania,MacOS
53059,France,MacOS
53060,Poland,Linux-based
53061,Israel,MacOS
53062,Belarus,Windows
53063,Ukraine,Windows
53064,Australia,MacOS
53065,United States of America,MacOS
53068,Netherlands,MacOS
53069,United States of America,Windows
53070,India,Windows
53071,United Kingdom,Windows
53072,Austria,Linux-based
53074,United States of America,Linux-based
53076,United Kingdom,MacOS
53077,Denmark,Windows
53078,Belgium,MacOS
53079,United States of America,MacOS
53081,United Kingdom,MacOS
53082,United States of America,MacOS
53083,Germany,Windows
53085,United Kingdom,Windows
53086,United States of America,Windows
53087,Czechia,Windows
53088,India,Linux-based
53089,Austria,Windows
53090,United States of America,Linux-based
53091,Canada,MacOS
53092,United Kingdom,Linux-based
53093,United Kingdom,MacOS
53095,Switzerland,MacOS
53096,United Kingdom,Windows
53097,Canada,Windows
53098,Egypt,Windows
53099,United States of America,MacOS
53100,Australia,MacOS
53102,India,Windows
53103,Norway,Linux-based
53104,United States of America,MacOS
53105,India,Windows
53106,United States of America,MacOS
53107,Ireland,Linux-based
53108,Sweden,Windows
53110,United States of America,MacOS
53111,Germany,MacOS
53113,France,Windows
53114,Russia,Linux-based
53115,India,MacOS
53116,Italy,MacOS
53117,Israel,Windows
53118,Turkey,Windows
53120,Turkey,MacOS
53122,India,Linux-based
53124,India,MacOS
53127,United States of America,Windows
53128,United States of America,MacOS
53130,United States of America,MacOS
53131,Ukraine,Linux-based
53133,United Kingdom,MacOS
53134,United States of America,MacOS
53135,United Kingdom,Windows
53136,United States of America,Linux-based
53137,Canada,MacOS
53138,Germany,Windows
53139,United States of America,MacOS
53140,Austria,Linux-based
53142,Belarus,Windows
53143,Canada,MacOS
53144,Israel,MacOS
53145,Indonesia,MacOS
53146,Canada,Linux-based
53147,India,Windows
53148,France,MacOS
53149,France,Windows
53150,Germany,MacOS
53151,Spain,Linux-based
53152,United States of America,Linux-based
53153,United Kingdom,Windows
53154,Germany,MacOS
53155,United States of America,MacOS
53156,United States of America,MacOS
53157,United States of America,Windows
53159,India,MacOS
53161,Belarus,Linux-based
53162,Serbia,Windows
53163,Canada,Windows
53164,Malta,Windows
53165,United States of America,Windows
53166,Germany,Linux-based
53167,Kenya,Linux-based
53168,Australia,MacOS
53169,Germany,MacOS
53170,Spain,Linux-based
53171,Poland,Windows
53172,Germany,Windows
53173,Canada,Windows
53174,Poland,Windows
53175,France,Windows
53176,United States of America,Windows
53177,United States of America,MacOS
53180,United States of America,MacOS
53181,Germany,Linux-based
53182,United States of America,Windows
53183,Ireland,Linux-based
53185,Chile,MacOS
53186,United States of America,MacOS
53188,United States of America,Windows
53189,Philippines,Linux-based
53190,United States of America,Windows
53191,Netherlands,Windows
53192,China,Windows
53193,United States of America,Windows
53194,United Kingdom,MacOS
53195,Canada,Windows
53196,Australia,Linux-based
53197,United States of America,Linux-based
53198,Philippines,Windows
53199,Italy,Windows
53200,Vietnam,Windows
53201,United States of America,MacOS
53202,United Kingdom,Windows
53203,United States of America,Windows
53205,India,Linux-based
53206,United States of America,Linux-based
53207,United States of America,MacOS
53208,Turkey,Windows
53210,Slovenia,Windows
53212,United States of America,Linux-based
53213,Netherlands,Windows
53214,Switzerland,Windows
53215,India,Windows
53216,Kyrgyzstan,Windows
53217,Algeria,Windows
53218,United States of America,MacOS
53219,United Kingdom,MacOS
53220,Ukraine,Windows
53221,Netherlands,Windows
53223,United States of America,MacOS
53225,Saudi Arabia,Windows
53226,Australia,MacOS
53227,China,MacOS
53228,Italy,MacOS
53229,United States of America,Windows
53230,Canada,MacOS
53231,Slovakia,Linux-based
53232,India,Windows
53233,Czechia,Windows
53234,Austria,Windows
53235,Canada,Linux-based
53237,Spain,Linux-based
53238,Slovenia,Linux-based
53239,Italy,MacOS
53240,Russia,MacOS
53241,Germany,MacOS
53242,Bangladesh,MacOS
53243,United States of America,Linux-based
53245,India,Linux-based
53246,North Macedonia,Windows
53247,Italy,Windows
53248,Estonia,Windows
53251,Russia,MacOS
53252,Australia,Windows
53253,United States of America,Windows
53254,Belarus,Windows
53255,Belgium,Linux-based
53256,Germany,Windows
53257,Denmark,Windows
53258,Bangladesh,MacOS
53259,Poland,Linux-based
53260,United States of America,Windows
53261,United States of America,Linux-based
53262,Switzerland,Windows
53263,Germany,Windows
53264,United States of America,MacOS
53265,India,MacOS
53266,Germany,Linux-based
53268,United States of America,Linux-based
53269,Ireland,Windows
53270,United States of America,MacOS
53271,Belarus,Windows
53272,Germany,Windows
53273,Germany,Windows
53274,India,Linux-based
53275,United States of America,Linux-based
53276,Austria,Windows
53277,India,Windows
53278,Germany,Windows
53280,Australia,Windows
53281,Netherlands,MacOS
53282,United States of America,Windows
53283,New Zealand,MacOS
53285,Canada,MacOS
53286,United States of America,MacOS
53287,United States of America,MacOS
53288,United States of America,Linux-based
53289,Spain,Linux-based
53290,United States of America,MacOS
53291,India,Windows
53292,Germany,MacOS
53293,United States of America,Windows
53294,Poland,Linux-based
53295,Australia,MacOS
53296,United States of America,MacOS
53297,United States of America,MacOS
53298,Denmark,MacOS
53300,United Kingdom,Windows
53301,France,MacOS
53302,Germany,Windows
53303,Poland,Linux-based
53304,Germany,Windows
53307,United Kingdom,Windows
53310,Canada,Windows
53311,India,MacOS
53312,India,Linux-based
53313,Thailand,MacOS
53314,Sri Lanka,Linux-based
53317,United Kingdom,Windows
53318,Sweden,Linux-based
53319,Argentina,Linux-based
53320,India,MacOS
53321,United States of America,Windows
53323,Argentina,Linux-based
53324,United States of America,MacOS
53325,Australia,Windows
53326,United States of America,MacOS
53327,Brazil,Windows
53328,Brazil,Linux-based
53329,Canada,Linux-based
53330,Norway,Windows
53331,Spain,Linux-based
53332,United States of America,MacOS
53333,United States of America,Windows
53335,Netherlands,Windows
53336,Japan,Windows
53337,Brazil,Windows
53338,Russia,Linux-based
53340,Serbia,Windows
53341,Canada,Windows
53343,Colombia,MacOS
53344,Russia,Windows
53345,Bangladesh,Windows
53346,Germany,MacOS
53348,Israel,MacOS
53349,India,Windows
53351,Ukraine,Windows
53353,India,Windows
53354,Canada,MacOS
53355,United States of America,MacOS
53356,Belarus,Linux-based
53357,Philippines,Windows
53358,Australia,Linux-based
53359,Germany,Windows
53361,Brazil,Linux-based
53363,United States of America,Windows
53365,Singapore,MacOS
53367,United States of America,Windows
53368,Germany,MacOS
53369,Chile,Linux-based
53370,Iran,Windows
53371,India,MacOS
53377,India,Windows
53379,India,Linux-based
53380,Russia,Linux-based
53381,Switzerland,Windows
53382,Russia,Windows
53383,Uruguay,MacOS
53384,United States of America,MacOS
53387,United Kingdom,Windows
53388,South Africa,Windows
53389,Mexico,Linux-based
53390,United Kingdom,Linux-based
53391,Australia,Windows
53392,United States of America,MacOS
